comment,cleaned_comment,predicted_sentiment
Anak muda terlalu sombong,muda terlalu sombong,negative
LAYAR SIARAN RUSAK TV ONE GAK USAH DI UPDATE. KECEWA SAMA TV ONE SINYAL JELEK DI TAYANG😡,layar siar rusak tv one gak usah di update kecewa sama tv one sinyal jelek di tayang,negative
Ya Allah SWT bukakan hati masyarakat...bukan masalah kritik kan tapi gerakan tambahan Gibran dengan orang yg lebih tua ya Allah anak presiden kmu tolong hargai.orang tuamu nakk..ingatt bukan masalah kritikan tpi gerakan tambahan Gibran ya Allah 🙏🙏🙏,swt buka hati masyarakatbukan masalah kritik kan tapi gera tambah dengan orang yg lebih tua ya anak presiden kmu tolong hargaiorang tua nakkingatt bukan masalah kritik tpi gera tambah ya,negative
"Dari debat ini, tidak menyangka pemikiran Gibran yg paling ok menurut saya dibanding paslon lainnya.",debat ini tidak sangka pikir yg paling ok turut saya banding paslon lain,negative
Masarakat butuh perubahan,butuh ubah,negative
Mas Gibran pantasnx JD kpl desa.bkn JD wakil presiden,pantasnx jd kpl desabkn jd wakil presiden,negative
Para binatang yg mau di gemukkan mana suaranya?,binatang yg mau di gemuk mana suara,negative
No 2 org rangkas,org rangkas,negative
yg jelas visi misi hanya gibran,yg jelas visi misi hanya gibran,negative
imin dan mahfudd malu maluin anjoyyy,imin dan mahfudd malu maluin anjoyyy,negative
Lebih asik nonton wakil,asik nonton wakil,negative
Debat cari yg ber bobot buat rakyat.sekarang rakyat masih pada susah ini😂,cari yg ber bobot buat rakyatsekarang rakyat masih pada susah ini,negative
JANGAN PANGGIL AKU ANAK KECIL PAMANN !!! 😂😂😂 02 ❤,jangan panggil aku anak kecil pamann,negative
"DARI CARI BERTANYA  DAN MEJAWAB SI GIBRAN INI SOMBONG SEKALI SEOLAH OLAH DIA YANG PALING PINTAR DAN LUAS WAWASAN NYA , PADAHAL KARNA BAPAK MU KAU BISA TANYA JAWAB DI DEBAT CAWAPRES.",dari cari tanya dan mejawab si gibran ini sombong sekali olah olah dia yang paling pintar dan luas wawas nya padahal karna bapak mu kau bisa tanya jawab di debat cawapres,negative
Moderator sok kali,sok kali,negative
"Kalau ada yg komen gibran minim etika. Apa kabar pas kemarin pas debat capres??? , kalau dibilang pertanyaan receh, tp pd jawab dan dibales nya bisa banget dibilang ga masuk kek ngebalikin wkwkwk lucuu ahh",ada yg komen gibran minim etika kabar pas kemarin pas debat capres kalau bilang tanya receh tp pd jawab dan dibales nya bisa banget bilang ga masuk kek ngebalikin wkwkwk lucuu ahh,negative
bocah songongnya minta ampun.... Mentang2 anak lurah...,bocah songong minta ampun mentang anak lurah,negative
"Cawapress kok ga paham istiliah greenflation,, pdahal tema debat nya ada energi dan lingkungan hidup nya juga,,,, ditambah lagi cawapress yang satu nya gagal fokus terus,,, saya sbnrnya kurang seneng sm gibran karena terlalu muda,,, tapi dengan adanya moment ini menggambarkan bahwa pilihan cawapress kita itu memang kurang pengetahuan,, padahal nanti nya cawapress ini yang akan membantu presiden bertugas dan membuat rancangan undang2,,, hadeeeuuhh",kok ga paham istiliah greenflation pdahal tema debat nya ada energi dan lingkung hidup nya juga tambah lagi cawapress yang satu nya gagal fokus terus saya sbnrnya kurang neng sm gibran karena terlalu muda tapi dengan ada moment ini gambar bahwa pilih cawapress kita itu memang kurang tahu padahal nanti nya cawapress ini yang akan bantu presiden tugas dan buat rancang undang hadeeeuuhh,negative
Pendukung sebelah yg tadinya meremehkan mas gibran sekarang sudah mulai tambah resah😂 hayo loh kalang kabut loh .. kayaknya mau menyiapkan rencana lain ya untuk mnghina mas Gibran lgi😂😂 nggak mempan 😂😂,belah yg tadi remeh mas gibran sekarang sudah mulai tambah resah hayo loh kalang kabut loh kayak mau siap rencana lain ya untuk mnghina mas lgi nggak mempan,negative
KPU ny ordal Gibran MK gibran,kpu ny ordal mk gibran,negative
Amiiii...nnn presiden,nnn presiden,negative
"cawapres 1 kok nyinggungnya kemana mana ya? 
-nyinggung blg ijasah palsu
-nyinggung blg pake pakaian adat 
 pas perayaan 17 Agustus saja
-nyinggung blg ttg mahkamah 
 konstitusi segala
 
lbh baik jawab sesuai tema saja, kok kayak ibuk² isi nyinyiran dan sindiran",cawapres kok nyinggungnya mana mana ya nyinggung blg ijasah palsu nyinggung blg pake pakai adat pas raya saja nyinggung blg ttg mahkamah konstitusi segala lbh baik jawab sesuai tema saja kok kayak ibuk isi nyinyir dan sindir,negative
MasyaAllah mas Gibran lbh jelas dan lugas pernyataan dan jawaban ny ga muter2 👍,masyaallah mas lbh jelas dan lugas nyata dan jawab ny ga muter,negative
Tetap menang pak prabowo,menang pak prabowo,negative
"Klo 01 dan 03 memoti internal...cerdasnya sesuai,klo 02 memori eksternal,yg paham like",dan pot internalcerdasnya sesuaiklo memori eksternalyg paham like,negative
Ngantuk gw denger dogengan y si imin😹,gw denger dogeng y si imin,negative
Saya takut 40 kota baru... sama seperti Rusun dp 0%... gatot alias gagal total...,takut kota baru sama seperti dp gatot alias gagal total,negative
Putus putus nggak jelas,putus nggak jelas,negative
Semakin ke kesini semakin yakin no 1,ke kesini makin yakin no,negative
"Padahal tadi udah dijelasin loh sama gibran lfp itu apa kepanjangan nya padahal dia sendiri yang gatau tanya berkali jali juga dan gapaham lfp, yongalahhhhhh gus imin belajar sekkkk jadi yakin ga milih 01 soalnya yang capres nya omongan nya terlalu manis dan wakilnya ngelantur terus",tadi udah dijelasin loh sama gibran lfp itu apa panjang nya padahal dia sendiri yang gatau tanya kali jali juga dan gapaham lfp yongalahhhhhh gus imin ajar sekkkk jadi yakin ga milih soal yang capres nya omong nya terlalu manis dan wakil ngelantur terus,negative
"miris liat fadly zon sekarang,drastis menjadi Fadly ZONK",miris liat fadly zon sekarangdrastis jadi zonk,negative
Ini akibat nya kalo anak tidak di ajarkan adab dan etika oleh orang tua nya,akibat nya kalo anak tidak di ajar adab dan etika oleh orang tua nya,negative
Jilatnya parah bgt lu,parah bgt lu,negative
Amiin for presiden,for presiden,negative
Ttp gama pilihan rakyat 2024 lurrr,gama pilih rakyat lurrr,negative
suka saya pak prabowo,suka saya pak prabowo,negative
Keren mas gibrann,mas gibrann,negative
Ternyata kecerdasan bisa mengalahkan yang berpengalaman. 👍👍,cerdas bisa kalah yang alam,negative
"Cakimin itu klw manis di deketin sudah jadi sampah di buang orang yg tidak bertanggung jawab harus nya di didawur ulang ,, itu lah orang lupa cangkang nya😅😅😅😅",itu klw manis di deketin sudah jadi sampah di buang orang yg tidak tanggung jawab harus nya di didawur ulang itu lah orang lupa cangkang nya,negative
LEPASKAN TAMBAHAN  DI TELINGA GIBRAN ?,lepas tambah di telinga gibran,negative
Mantep mas.GIBRAN JAWA TENGAH MENYAPA👍👍,masgibran jawa tengah sapa,negative
"Tidak sopan dan sensitif sekali anak mudaa, goalsnya ga masuk akal, contoh perbandingannya 1:100 negara🙂",sopan dan sensitif sekali anak mudaa goalsnya ga masuk akal contoh banding negara,negative
"Pas pak gibran bilang wait and see IKN itu bener banget. Sebagai orang yang bekerja di jasa konstruksi asing, company skrg pada hold semua karena memang menunggu election selesai dulu.",pak gibran bilang wait and see ikn itu bener banget orang yang kerja di jasa konstruksi asing company skrg pada hold semua karena memang tunggu election selesai dulu,negative
Koruptor terus koruptor tidak memikirkan rakyat asal sediri melmpah harta padahal harta tidak di nbawa mati tidak peduli sma rakyat,terus koruptor tidak pikir rakyat asal diri melmpah harta padahal harta tidak di nbawa mati tidak peduli sma rakyat,negative
kata prabowo etik ndasmu,kata prabowo etik ndasmu,negative
"Anak haram konstitusi,.. Capres cawapres G BERETIKA..  Naudzubillah",haram konstitusi cawapres etika,negative
"balikin dong, capresmu juga gak konsisten. dulu lawan jokowi, sekarang dukung jokowi",balikin dong capresmu juga gak konsisten dulu lawan jokowi sekarang dukung jokowi,negative
"ETIKA ANAK HARAM KONSTITUSI si GIBRAN.
KE tidak Mengikuti aturan debat..",etika anak haram konstitusi si gibran ke tidak atur debat,negative
"Ada beberapa jawaban gibran yg tidak sesuai dengan pertanyaan yg diajukan padanya. Jawabannya banyak mengutarakan kalimat yg sepertinya berupa hafalan yg sudah disusun sebelumnya, sehingga jawaban ada beberapa yg gak nyambung dgn pertanyaan. Mungkin team sukses 02 sudah mempersiapkan narasi pertanyaan dan jawaban bila diserang. Mungkin dia sudah menghafal narasi narasi itu. Tapi menurut gue debat kali ini kurang seru karena tidak ada emosian. Pertanyaan dan jawaban cawapres rata² normatif semua. Coba mata najwa undang gibran.",beberapa jawab gibran yg tidak sesuai dengan tanya yg aju pada banyak utara kalimat yg seperti upa hafal yg sudah susun belum sehingga jawab ada beberapa yg gak nyambung dgn tanya team sukses sudah siap narasi tanya dan jawab bila serang dia sudah hafal narasi narasi itu turut gue debat kali ini kurang seru karena tidak ada emosi dan jawab cawapres rata normatif semua mata najwa undang gibran,negative
"Membangun Indonesia dg hati, otak dan slepet wakil rakyat yg tak berguna",dg hati otak dan slepet wakil rakyat yg tak guna,negative
Slepet apaan sih 😂😂😂😂😂😂😂,apa sih,negative
mana visi misinya p kok cerita,mana visi misi p kok cerita,negative
"Kalau ngomong soal debat:
Gibran vs Gilbran yang ketua BEM UGM itu
Saya kira jauh ketinggalan anak kesayangan nya pak Joko",ngomong soal debat vs yang ketua bem ugm itu kira jauh tinggal anak sayang nya pak,negative
Sudagos kauidadivakai lagi,kauidadivakai lagi,negative
Kata pepatah harimau kalau mau menangkap tidak akan mengaung... manusia kalau banyak omong biasanya boong...bolong,pepatah harimau kalau mau tangkap tidak akan aung manusia kalau banyak omong biasa boongbolong,negative
Mending golput 😂,golput,negative
Tanpa ragu pilih pak prabowo dan gibrann❤️❤️,ragu pilih pak prabowo dan gibrann,negative
Yg ngaruh presiden nya..wakil nya GK terlalu signifikan ko😂,ngaruh presiden nyawakil nya gk terlalu signifikan ko,negative
ALL IN PRABOWO GIBRAN SI INI🎉,all in prabowo gibran si ini,negative
Kok semakin hari semakin goblok ni otak nya si samsul asamsulfat..denat gak nalar di publik...😂😂😂,makin hari makin goblok ni otak nya si samsul asamsulfatdenat gak nalar di publik,negative
Mas gibran lain di tanyakan lain jawabanx😅😅,gibran lain di tanya lain jawabanx,negative
"Yang bilang GIBRAN PlangaPlongo wajib MALU, Ternyata di Acara Resmi Paling hebat, cerdas, dan rendah hati. Semoga Allah Swt Meridhoi Gibran menjadi Wapres NKRI 2024/28, Aamiin",bilang gibran plangaplongo wajib malu di hebat cerdas dan rendah hati jadi nkri,negative
😂😂😂 anak cerdas di lawan... ✌✌❤❤🎉🎉,anak cerdas di lawan,negative
Sebelumnya saya pilih Ganjar-Mahfud tapi sekarang saya tetap pilih Ganjar-Mahfud tak tergantikan untuk NKRI 🇮🇩,saya pilih tapi sekarang saya tetap pilih tak ganti untuk nkri,negative
Mantappp GIBRAN kirain mau PLONGA-PLONGO ternyata tidak kalah mental dengan para senior 🎉🎉🎉,gibran kirain mau plongaplongo nyata tidak kalah mental dengan para senior,negative
"Mengapa HANYA gibran yg dobel microfonnya ???
Ada apa ya ???",hanya gibran yg dobel microfonnya apa ya,negative
"Kalo di lihat"" Cak imin ini pemikiran nya 90an",di lihat imin ini pikir nya an,negative
Emaangg boleehh se selepet ituu😮,boleehh se lepet ituu,negative
Pertanyaan jawabanya  kan kalau jadi wapres apa rencana kedepan bukan gurui kwajiban wapres terpilih ok,jawabanya kan kalau jadi wapres apa rencana depan bukan guru kwajiban wapres pilih ok,negative
Kami butuh orang baru untuk trobosan kemajuan negara. Siapakah orang baru itu? Mas Gibran lah orangnya. Kasih kesempatan anak muda biar bisa trobos kemajuan negara.. ❤,butuh orang baru untuk trobosan maju negara orang baru itu lah orang sempat anak muda biar bisa trobos maju negara,negative
"40 kota se level jakarta, ngawur 😂😂",kota se level jakarta ngawur,negative
"Pede i , internet supercepat gratis 🤣🤣🤣🤣🤣🤣,memelihara fakir miskin , PDI 🤣🤣🤣🤣",i internet supercepat gratis pelihara fakir miskin pdi,negative
Jgn dipilih pmmimpin krbitan yg suka meremehkan org lain..tdak ada etika..dn tdak layak jd pmimpin.,pilih pmmimpin krbitan yg suka remeh org laintdak ada etikadn tdak layak jd pmimpin,negative
"ini narasi nyeleneh yang di gagaskan ""seperti"" kejadian pilgub jakarta dan dulu itu berhasil menjadi kemenangan, tapi kenyataanya sudah kita tahu hanya pepesan kosong. belajar dari pengalaman untuk kali ini saya yakin tidak akan berhasil. 28:46",ini narasi nyeleneh yang di gagas seperti jadi pilgub jakarta dan dulu itu hasil jadi menang tapi kenyataanya sudah kita tahu hanya pepes kosong ajar dari alam untuk kali ini saya yakin tidak akan hasil,negative
"Pintar banget griban di debat, trtspibtetsp saya benci anis makanya akan saya coblos coblos nomornya sanpe bolong.   Hidup gibran. Yang menang tetap Amin juara 1 juara 2 ganjar",banget griban di debat trtspibtetsp saya benci anis makanya akan saya coblos coblos nomor sanpe bolong gibran menang tetap juara juara ganjar,negative
"Kaya gk pernah di ajarkan adab, parah...",gk pernah di ajar adab parah,negative
Mas gibran keren loh santuy dan apapun yg diucpkn tu mudah dipahami❤,gibran keren loh santuy dan apa yg diucpkn tu mudah paham,negative
Asal sulfat nyerang personal,sulfat nyerang personal,negative
Hilirisasi digital  ?? Para ahli digital tolong jelaskan,digital ahli digital tolong jelas,negative
Ape sopo ae presidene tulong ijin dangdut ojo larang bos😅,sopo ae presidene tulong ijin dangdut ojo larang bos,negative
Kenapa rooming trus rasanya 😢,rooming trus rasa,negative
"Dari awal di mulainya pemilu 2024 saya mendukung penuh pak.Anis baswedan tapi setelah di debat CAPRES ke 2 jawaban dan pertanyaan pak.Anis sangat tdk layak menjadi seorang pemingpin negara dan CAWAPRESnya yaitu Cak imin yg dimana Cak imin kurang memahami dunia politik Imin selalu blunder ..
Maap 🙏🙏 untuk kali ini saya beralih dukungan ke PRABOWO_GIBRAN 02.",awal di mulai milu saya dukung penuh pak baswedan tapi telah di debat capres ke jawab dan tanya pak sangat tdk layak jadi orang pemingpin negara dan cawapresnya yaitu imin yg mana imin kurang paham dunia politik selalu blunder untuk kali ini saya alih dukung ke prabowogibran,negative
Prabowo Gibran Indonesia ku❤❤❤❤,ku,negative
"Ini bocah gak ad etika, uda gitu jwbany ngawur, nyalahin capres lain, katanya nyapres lain gak paham.. Itulah mengapa calon presiden harus dibatasi umurnya, salsatunya benar2 paham substansi perdebatan dan memiliki etika, adab sebagai bentuk kedewasaan emosiaonal sebagai kecerdaaan EQ",bocah gak ad etika uda gitu jwbany ngawur nyalahin capres lain kata nyapres lain gak paham mengapa calon presiden harus batas umur salsatunya benar paham substansi debat dan milik etika adab bagai bentuk dewasa emosiaonal bagai kecerdaaan eq,negative
"Mau muntah rasanya dngar muhaimin,,,persis kayak anis... aduuhhhh konyolllllllllllll",muntah rasa dngar muhaiminpersis kayak anis aduuhhhh konyolllllllllllll,negative
Astagjfirullooh...innalillahi wainnailahi...rooji'uun..,innalillahi wainnailahiroojiuun,negative
Good jobb mas gibrannn 🎉 baru kali ini liat debat gak bikin bosen krna jwbn mas gibran yg bisa bgttt di mengerti,jobb mas gibrannn baru kali ini liat debat gak bikin bosen krna jwbn mas gibran yg bisa bgttt di erti,negative
jangan bingung paslon 1 dan 3 komennya pedas ke paslon 2. karena kami mau hukum ditegakkan,jangan bingung paslon dan komennya pedas ke paslon karena kami mau hukum tegak,negative
"Cak imin mati kutu..dulu ikut potong tumpeng peresmian IKN, sekarang mempertanyakan..wah ini pemimpin depan muka lain ..belakang muka lain..ini yg harus di slepet se Indonesia...",imin mati kutudulu ikut potong tumpeng resmi ikn sekarang mempertanyakanwah ini pimpin depan muka lain belakang muka lainini yg harus di slepet se,negative
❤jelas❤❤,jelas,negative
"Close your eyes and listen carefully, you can hear Jokowi there 😊.",your eyes and listen carefully you can hear there,negative
"cawapres paman,di gendong mbok dhe yg ambis,pak dhe yg maruk😂😂",cawapres pamandi gendong mbok dhe yg ambispak dhe yg maruk,negative
Inikah yang katanya ketua BEM UGM gagasanya kecil?,yang kata ketua bem ugm gagasanya kecil,negative
"""Yang lama aja ngga selesei apalagi baru"" ini kayanya artinya luas loh",lama aja ngga selesei apalagi baru ini kaya arti luas loh,negative
"Hilirisasi digital, 😮😂😅 kurang cerdas apa ya",digital kurang cerdas apa ya,negative
😅😅😅pak Imin pak Mahfud curhat bukan debat visi misi yg  di tunjukan😭🤦🤦🤦❌,pak pak curhat bukan debat visi misi yg di tunjuk,negative
Keren banget Gibran lo sepanjang debat tidak pernah pakai teks,banget lo panjang debat tidak pernah pakai teks,negative
Dangkal sekali debat sekala cawapres 😂,sekali debat sekala cawapres,negative
kalian kalo nyebut WhatsAppa ( W A ) atau doble U ei?  Kalian kalo sebut instagram ( I GE ) atau Ai gie??,kalian kalo nyebut whatsappa atau doble ei kalo sebut instagram ge atau gie,negative
"dulu saya pilih prabowo, tapi saya melihat prabowo sangat ambisi sampai melakukan segala hal untuk mencapainya, saya jadi takut untuk memilih kembali prabowo. dulu dia menjelek jelekkan era jokowi, setelah itu dia berbalik mendukung jokowi berharap agar para pendukung jokowi akan beralih mendukung dia sampai menggunakan putra jokowi untuk menggaet para pendukung jokowi.",dulu saya pilih prabowo tapi saya lihat prabowo sangat ambisi sampai laku segala hal untuk capa saya jadi takut untuk pilih kembali prabowo dulu dia jelek jelek era jokowi telah itu dia balik dukung jokowi harap agar para dukung jokowi akan alih dukung dia sampai guna putra jokowi untuk gaet para dukung jokowi,negative
Gibran2 etikamu di mana seorang cawapres malu liat etikamu,gibran etika di mana orang cawapres malu liat etika,negative
"Lihat komen nya di sini ngeri ,jadi merinding ❤❤",komen nya di sini ngeri jadi merinding,negative
Yang katanya Ketua BEM BEM itu gimana?,kata bem bem itu gimana,negative
"Catatan mahkamah konsitusi.....😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂

Lansung kenak slepet.....",mahkamah konsitusi nak slepet,negative
"Debat ini lbh menarik. Masing"" kontestan ada +-nya maka liat mn yg terbaik. 

Semula meremehkan Gibran, ternyata memukau.  Gibran tanpa teks, penyampaiannya simpel dan mudah dipahami. Sptnya ad yg mengalihkan dukungan. 

Bagi yg militan, ngliat jagonya ngawur malah dihibur. Kekurangannya malah dipuji dan menghujat yg laen, aneh kan? Itu sah sj.",ini lbh tarik kontestan ada nya maka liat mn yg baik remeh nyata pukau tanpa teks sampai simpel dan mudah paham ad yg alih dukung yg militan ngliat jago ngawur malah hibur malah puji dan hujat yg laen aneh kan sah sj,negative
"Kenapa saya sangat bingung,sbb semuanya bagus ,klw gak dosa aku golput aja kali.",saya sangat bingungsbb semua bagus klw gak dosa aku golput aja kali,negative
"Karena seorang pemimpin suatu negara harus siap dengan segala nya apa lagi mental ,mental kalo sudah kena adab akan hilang ,,karena pemimpin harus siap di kritik dan kalo di kritik jngn panas dan emosian nanti malah terbalik",orang pimpin suatu negara harus siap dengan segala nya apa lagi mental mental kalo sudah kena adab akan hilang karena pimpin harus siap di kritik dan kalo di kritik jngn panas dan emosi nanti malah balik,negative
Jaringan anda jelek sekali. Sangat di sayangkan,anda jelek sekali di sayang,negative
"terlihat yg sombong no3 dong,katanya recehan tapi gk mau jawab atu gk bisa jawab
biarkan mas gibran yg menjawabnya",lihat yg sombong no dongkatanya receh tapi gk mau jawab atu gk bisa jawab biar mas gibran yg jawab,negative
Ternyata gibran menghadapi debat santai dan hal2 yg disampaikan bisa dipahami semua,gibran hadap debat santai dan hal yg sampai bisa paham semua,negative
"Mentang mentan jokowi bukan asn / pns , jadi presdn belum pernah menaikan gsjih pns selama 10 th",tan jokowi bukan asn pns jadi presdn belum pernah naik gsjih pns lama th,negative
Mas Gibran emang josss,emang josss,negative
Buat apa cuma bgus debt di panggung cb klau asam sulpat pintar layani pra mahasiswa scra lngsung jngn ngumpet klau d sini biasa sdh d atur sm bpanya,apa cuma bgus debt di panggung cb klau asam sulpat pintar layan pra mahasiswa scra lngsung jngn ngumpet klau d sini biasa sdh d atur sm bpanya,negative
"gk usah banyak janji manis, dari dulu korupsi tetap jadi raja di indonesia ,,maling ayam babak belur😂😂😂😂",gk usah banyak janji manis dari dulu korupsi tetap jadi raja di indonesia maling ayam babak bur,negative
Jawaban no 2 ngawur semua hahhaha,no ngawur semua hahhaha,negative
"Kalau niat tanya: Bagaimana meningkatkan posisi SGIE?
Kalau niat jebak: Bagaimana meningkatkan posisi SGIE atau State of the Global Islamic Economy?",niat tanya tingkat posisi sgie niat jebak tingkat posisi sgie atau of the,negative
Gibran ni bahlol,ni bahlol,negative
❤anak muda jelas lebih update dan mampu bersaing demi masa depan,anak muda jelas lebih update dan mampu saing demi masa depan,negative
"Terima kasih mas gibran, sudah meyakinkan bahwa pilihan saya ga salah",kasih mas gibran sudah yakin bahwa pilih saya ga salah,negative
"Yang Ga suka dan suka fitnah Gibran tuh bkn warga Solo,ga tau sopan ny Gibran gimana, makannya asal ngomong doang😂 
💙💙",suka dan suka fitnah tuh bkn warga ga tau sopan ny gimana makan asal ngomong doang,negative
5:24 itu mksdnya apa ?,itu mksdnya apa,negative
yang teriak diantara sela debat disorot mukaknya dong biar terkenal.,yang teriak antara sela debat sorot mukaknya dong biar kenal,negative
Puas setelah melihat penampilan mas gib sekaligus menjawab keraguan banyak orang kalau mas gib takut debat😂,telah lihat tampil mas gib sekaligus jawab ragu banyak orang kalau mas gib takut debat,negative
"Dari dlu sudah di prediksi 
Pada masanya 
Wakil akan jadi presiden nya 
Inilah misi dari semua perjalanan ini 
Sudah ku dugaaa",dlu sudah di prediksi masa akan jadi presiden nya misi dari semua jalan ini ku dugaaa,negative
"Gibran penyampaian nya yang paling realistis menurut gue, gak bertele tele. Dulu kalo bahas soal politik menurut gue bosen, tapi sekarang seru cuy gak pernah ketinggalan liat debat capres sama cawapres😁",sampai nya yang paling realistis turut gue gak tele tele kalo bahas soal politik turut gue bosen tapi sekarang seru cuy gak pernah tinggal liat debat capres sama cawapres,negative
Bpk baju hitam ini nampak kali arogannya 😅,baju hitam ini nampak kali arogan,negative
"Manut ulama, biar ga kecewa di bohongi dengan janji, dan sangat tajam kebawah sedang tumpul ke atas",ulama biar ga kecewa di bohong dengan janji dan sangat tajam bawah sedang tumpul ke atas,negative
"No 2 mirip bgt bapaknya, cm agak ngegas dikit. Wajar, darah muda😊
Keren mas wali..",mirip bgt bapak cm agak ngegas dikit darah muda mas wali,negative
Yg lain pake 1 mic sedangkan Gibran pake 3 mic apa kalian g curiga wkwkw😅,lain pake mic sedang pake mic apa kalian g curiga wkwkw,negative
"1:10:11 ada suara perempuan ""Udah""",ada suara perempuan,negative
"Kereen mas gibran visi misinya jelas,gak kya yg lain ngalor ngidul😅😅.ternyta pilihanku gak salah bner2 cerdas,dibanding yg lain❤❤",mas gibran visi misi jelasgak kya yg lain ngalor ngidulternyta pilih gak salah bner cerdasdibanding yg lain,negative
Dengerin dy ngomong sambil tu2p mata...berasa dengerin pak jokowi aja.pasti menang prabowo gibran,dy ngomong sambil tup mataberasa dengerin pak jokowi ajapasti menang prabowo gibran,negative
debat sibuk mendapat kan suara yang banak rakyat vusing debat avah si debat vake teks ituh sangat malu jika ditana lihat teks ulang di ulang lihat teks lagih lagih malu contoh tamampuh debat versiden malu liat Gibran tamva teks lancar sekalih Gibran bravo maav 🇲🇨👍👍👍👍👍👍👍👍👍👍🇲🇨👍👍👍👍👍👍👍👍👍👍🇲🇨👍👍👍👍👍 tetav adil semuag rakyat🇲🇨lihat ajah nanti bisa atoh tida🇲🇨nanti liah🇲🇨ahjah👍nanti ya maav Gibran🇲🇨 bravo maav ya,debat sibuk dapat kan suara yang banak rakyat vusing debat avah si debat vake teks ituh sangat malu jika ditana lihat teks ulang di ulang lihat teks lagih lagih malu contoh tamampuh debat versiden malu liat tamva teks lancar kalih bravo maav tetav adil semuag rakyatlihat ajah nanti bisa atoh tidananti liahahjahnanti ya maav bravo maav ya,negative
"Saya masih mematau calon2 mana yg ngasih janj2 palsu dan halu dan janji2 yg realistis masih teringat UNICRON 4.0(yuni jagung) yg di gembar gemborkan pak jokowi  malah menjadikan  pasar2 riel pada gulung tikar padahal yg membayar pajak kenegara,pemimpin yg tidak grusa grusu bikin kebijakan hanya cuma ingin di anggap paling kerja dan paling inovatif",masih mematau calon mana yg ngasih janj palsu dan halu dan janji yg realistis masih ingat unicron yuni jagung yg di gembar gembor pak jokowi malah jadi pasar riel pada gulung tikar padahal yg bayar pajak kenegarapemimpin yg tidak grusa grusu bikin bijak hanya cuma ingin di anggap paling kerja dan paling inovatif,negative
Keren bett gibran debatnya. Salut sma generasi mudaa,bett gibran debat sma generasi mudaa,negative
Gw dulu kesal liat muka gibran sekarang makin kesel liat wakil paslon 01,dulu kesal liat muka gibran sekarang makin kesel liat wakil paslon,negative
80 % pendukungyg comment postive ke blimbing sayur adalah buzzer dan influencer😂 bahkan bikin group wag para ASN buat jdi buzzer kwkwkwwk pendukung siluman.,pendukungyg comment postive ke blimbing sayur adalah buzzer dan influencer bahkan bikin group wag para asn buat jdi buzzer kwkwkwwk dukung siluman,negative
Imin kalau debat lawan pak ganjar selalu kalah,kalau debat lawan pak ganjar selalu kalah,negative
Diam2 membara mas gibran 🔥🔥🔥🔥,diam bara mas gibran,negative
"Sblm nya maaf saya gk ngerti apa"" d politik, tapi ngeliat sikap dan gagasan nya ko lebih bagus yg muda, satu yg selepet gagasan nya terlalu jauh dan seolah semua it mudah seperti dia ngmng, trs yg paling tua merasa paling senior merasa makan garem duluan, jdi kesan nya seperti meremehkan yg laen, bnr kan seperti it nama nya juga org tua hhhh",nya maaf saya gk ngerti apa d politik tapi ngeliat sikap dan gagas nya ko lebih bagus yg muda satu yg lepet gagas nya terlalu jauh dan olah semua it mudah seperti dia ngmng trs yg paling tua rasa paling senior rasa makan garem duluan jdi kesan nya seperti remeh yg laen bnr kan seperti it nama nya juga org tua hhhh,negative
"Tidak faham.. karena beda level dengan yang muda.
Hanya bisa Menyinggung, Terlalu banyak janji-janji.
Asyik baca min 😂😂😂
ALL IN PRABOWO DAN GIBRAN 💗",faham karena beda level dengan yang muda bisa banyak janjijanji baca min all in prabowo dan gibran,negative
Live kq patah2 banget suara nya. Jdi kesel dgr nya,kq patah banget suara nya kesel dgr nya,negative
Pak Gibran ini diskusi tidak tahu ilmunya..mungkin .Krn jarang diskusi....  Kelihatan banyak gimik yg merendahkan Paslon 01 dan Paslon 02. ... ANEHNYA KOK BANYAK YG SETUJU ATAS GIMIKNYA ITU....,ini diskusi tidak tahu ilmunyamungkin jarang diskusi banyak gimik yg rendah dan aneh kok banyak yg tuju atas gimiknya itu,negative
Hanya kehendak Allah SWT yg  terpilih jgn bingung,hendak swt yg pilih jgn bingung,negative
Saya tetep pilih no 1 tapi perlu anda ketahui tiap tahun pemilihan president siapapun yang saya pilih pasti kalah 😂😂,tetep pilih no tapi perlu anda tahu tiap tahun pilih president siapa yang saya pilih pasti kalah,negative
"Mnurut saya dr debat ini yg paling logis mengerti kondisi lapangan itu prof. Mahfud, tp syg sekali dari partai banteng.",saya dr debat ini yg paling logis erti kondisi lapang itu prof tp syg sekali dari partai banteng,negative
"Kebanyakan iklan, kita gak sempat lihat debatnya terganggu sm iklannya. Kurangi dong iklannya",iklan kita gak sempat lihat debat ganggu sm iklan dong iklan,negative
Biasanya yang ga mampu Kuliah itu  anak  buruh / kalangan miskin  . Bukan buat anak bayangkhara 😭😭😭,yang ga mampu itu anak buruh kalang miskin buat anak bayangkhara,negative
Slepet kebanyakan angin tuh 😅,banyak angin tuh,negative
"Hapalan mah gampang, tp klo dr otak sendiri yg kurang😂",mah gampang tp klo dr otak sendiri yg kurang,negative
